i,j,phi_index,epsilon,asymptotic,finite_horizon_limiting_object_at_k1000,log10_error_k1,log10_error_k10,log10_error_k99,log10_error_k100
-4,-4,57,2451/3253,STABLE,NONZERO_FIXED_POINT,-1.3720167180955123,-2.458130537559981,-13.401367196145259,-13.524307948175078
-4,-4,58,609/842,STABLE,NONZERO_FIXED_POINT,-1.3890432344641166,-2.6361904550039483,-15.159030072888925,-15.299724871755757
-4,-4,59,59/85,STABLE,NONZERO_FIXED_POINT,-1.406210979119349,-2.8152616331474434,-16.928381020030173,-17.08694793410234
-4,-4,60,600/901,STABLE,NONZERO_FIXED_POINT,-1.4235353071243964,-2.995564293933711,-18.711047938364175,-18.887621478959602
-4,-4,61,2379/3725,STABLE,NONZERO_FIXED_POINT,-1.441032354239928,-3.1773074337618255,-20.508729377026157,-20.703461212073194
-4,-4,62,589/962,STABLE,NONZERO_FIXED_POINT,-1.4587191413952212,-3.3606959726301397,-22.32320537956872,-22.53626515681941
-4,-4,63,2331/3973,STABLE,NONZERO_FIXED_POINT,-1.4766136913533323,-3.545936011568344,-24.15634949217207,-24.387925783706862
-4,-4,64,576/1025,STABLE,NONZERO_FIXED_POINT,-1.4947351597291298,-3.733238896013887,-26.010142152348408,-26.260443534317005
-4,-4,65,2275/4229,STABLE,NONZERO_FIXED_POINT,-1.513103982929353,-3.9228245548006484,-27.88668571658485,-28.155942000738662
-4,-4,66,561/1090,STABLE,NONZERO_FIXED_POINT,-1.5317420460911428,-4.114924439600571,-29.788221435123432,-30.0766850718079
-4,-4,67,2211/4493,STABLE,NONZERO_FIXED_POINT,-1.5506728747255778,-4.309784297906205,-31.71714874404961,-32.02509642006396
-4,-4,68,544/1157,STABLE,NONZERO_FIXED_POINT,-1.5699218545595635,-4.507666955761557,-33.6760473223942,-34.00378178164772
-4,-4,69,2139/4765,STABLE,NONZERO_FIXED_POINT,-1.5895164850574321,-4.708855253269704,-35.6677024594552,-36.01555457985802
-4,-4,70,525/1226,STABLE,NONZERO_FIXED_POINT,-1.6094866733522366,-4.913655259606763,-37.69513440088616,-38.06346556766255
-4,-4,71,2059/5045,STABLE,NONZERO_FIXED_POINT,-1.6298650769053094,-5.1223998908383095,-39.76163249911758,-40.150837323072494
-4,-4,72,504/1297,STABLE,NONZERO_FIXED_POINT,-1.6506875052484187,-5.335453061190215,-41.870795195018445,-42.28130463465703
-4,-4,73,1971/5333,STABLE,NONZERO_FIXED_POINT,-1.6719933937925138,-5.553214515950387,-44.026577117836155,-44.45886207723959
-4,-4,74,481/1370,STABLE,NONZERO_FIXED_POINT,-1.6938263661119066,-5.7761255225024115,-46.23334492935925,-46.68792042014178
-4,-4,75,1875/5629,STABLE,NONZERO_FIXED_POINT,-1.7162349056141082,-6.004675636998712,-48.49594398372773,-48.97337396032424
-4,-4,76,456/1445,STABLE,NONZERO_FIXED_POINT,-1.739273163478945,-6.23941082120399,-50.819778465557306,-51.3206814699854
-4,-4,77,1771/5933,STABLE,NONZERO_FIXED_POINT,-1.7630019377606843,-6.480943262305047,-53.210908461918166,-53.735964249065546
-4,-4,78,429/1522,STABLE,NONZERO_FIXED_POINT,-1.787489869409093,-6.729963355863752,-55.67616849897479,-56.22612585922468
-4,-4,79,1659/6245,STABLE,NONZERO_FIXED_POINT,-1.81281491587567,-6.987254460351913,-58.22331355011045,-58.7989996067962
-4,-4,80,400/1601,STABLE,NONZERO_FIXED_POINT,-1.8390661837094857,-7.253711238520317,-60.86120057536374,-61.46353191595506
-4,-4,81,1539/6565,STABLE,NONZERO_FIXED_POINT,-1.8663462308078884,-7.53036269307843,-63.60001654875242,-64.23001265934641
-4,-4,82,369/1682,STABLE,NONZERO_FIXED_POINT,-1.8947739909250902,-7.818401423278694,-66.45156808182833,-67.11036770713122
-4,-4,83,1411/6893,STABLE,NONZERO_FIXED_POINT,-1.924488534190191,-8.119221240309791,-69.42965380545581,-70.11853507019566
-4,-4,84,336/1765,STABLE,NONZERO_FIXED_POINT,-1.9556539682497274,-8.434466187920236,-72.55054966724305,-73.27095509957701
-4,-4,85,1275/7229,STABLE,NONZERO_FIXED_POINT,-1.9884659225297039,-8.766095393411625,-75.83365095210843,-76.58721899208541
-4,-4,86,301/1850,STABLE,NONZERO_FIXED_POINT,-2.0231602722806414,-9.11647031577425,-79.30233603612254,-80.09094126893172
-4,-4,87,1131/7573,STABLE,NONZERO_FIXED_POINT,-2.0600251005652996,-9.488474372660193,-82.98515069182628,-83.81095604372541
-4,-4,88,264/1937,STABLE,NONZERO_FIXED_POINT,-2.099417457217271,-9.885680536551916,-86.91746728919435,-87.78299298304358
-4,-4,89,979/7925,STABLE,NONZERO_FIXED_POINT,-2.141787426527097,-10.312592017749438,-91.14386755648252,-92.0520841355692
-4,-4,90,225/2026,STABLE,NONZERO_FIXED_POINT,-2.18771369772562,-10.774997974920396,-95.72166411417572,-96.67612103708865
-4,-4,91,819/8285,STABLE,NONZERO_FIXED_POINT,-2.2379579399442484,-11.280517270046175,-100.72628364859787,-101.73129225959275
-4,-4,92,184/2117,STABLE,NONZERO_FIXED_POINT,-2.293551337362496,-11.83946382490042,-106.25983394077994,-107.32073697578986
-4,-4,93,651/8653,STABLE,NONZERO_FIXED_POINT,-2.355939211243278,-12.466292846091392,-112.46542149416041,-113.58900720930723
-4,-4,94,141/2210,STABLE,NONZERO_FIXED_POINT,-2.427237880417703,-13.182169434309849,-119.55258076595595,-120.74775392698567
-4,-4,95,475/9029,STABLE,NONZERO_FIXED_POINT,-2.510727832554883,-14.019900301158813,-127.84609816361512,-129.1250442070135
-4,-4,96,96/2305,STABLE,NONZERO_FIXED_POINT,-2.611904226352763,-15.034438794944933,-137.8900118000077,-139.27041149669384
-4,-4,97,291/9413,STABLE,NONZERO_FIXED_POINT,-2.7410678418569727,-16.32879440751836,-150.70411561100707,-152.21395068070916
-4,-4,98,49/2402,STABLE,NONZERO_FIXED_POINT,-2.9213432775252848,-18.134214748353607,-168.57776089876884,-170.26813782180724
-4,-4,99,99/9805,STABLE,NONZERO_FIXED_POINT,-3.226517524242123,-21.188571287930216,-198.81587519108672,-200.811687594493
-4,-4,100,0,STABLE,NONZERO_FIXED_POINT,,,,
-4,-3,1,11,UNSTABLE,SINGULAR_BOUNDARY_LIMIT,0.07506701506440194,0.1773135652296176,0.17731356518072516,0.17731356518072516
-4,-3,2,49/3,UNSTABLE,SINGULAR_BOUNDARY_LIMIT,0.13136436578478872,0.27774556059902267,0.27774556059691236,0.2777455605969408
-4,-3,3,291/17,UNSTABLE,SINGULAR_BOUNDARY_LIMIT,0.00878538953999275,0.2037048324514359,0.203704832449489,0.203704832449489
-4,-3,4,16,UNSTABLE,SINGULAR_BOUNDARY_LIMIT,-0.06554954358898879,0.17562324318574696,0.17562324318106448,0.17562324318106448
-4,-3,5,475/33,UNSTABLE,SINGULAR_BOUNDARY_LIMIT,-0.11381953548805868,0.17062307228945173,0.17062307227428164,0.17062307227428164
-4,-3,6,141/11,UNSTABLE,SINGULAR_BOUNDARY_LIMIT,-0.14542034071416943,0.17946020598343893,0.17946020593171852,0.1794602059316901
-4,-3,7,217/19,UNSTABLE,SINGULAR_BOUNDARY_LIMIT,-0.16501042155794998,0.197777708663871,0.1977777084923673,0.1977777084923673
-4,-3,8,92/9,UNSTABLE,SINGULAR_BOUNDARY_LIMIT,-0.17505540725264623,0.22341298672049703,0.2234129861848828,0.2234129861848828
-4,-3,9,819/89,UNSTABLE,SINGULAR_BOUNDARY_LIMIT,-0.17682178124799286,0.2553699934163589,0.25536999185140985,0.25536999185140985
-4,-3,10,25/3,UNSTABLE,SINGULAR_BOUNDARY_LIMIT,-0.1708031172708937,0.29338825765464094,0.2933882533701251,0.29338825337009666
-4,-3,11,979/129,UNSTABLE,SINGULAR_BOUNDARY_LIMIT,-0.15688814590325428,0.33777801579548594,0.3377780047512715,0.33777800475121467
-4,-3,12,132/19,UNSTABLE,SINGULAR_BOUNDARY_LIMIT,-0.13437244517195346,0.38941344932090516,0.38941342236378773,0.38941342236378773
-4,-3,13,377/59,UNSTABLE,SINGULAR_BOUNDARY_LIMIT,-0.10182419540854326,0.44987172281061305,0.4498716601546562,0.4498716601546562
-4,-3,14,301/51,UNSTABLE,SINGULAR_BOUNDARY_LIMIT,-0.05673453140770768,0.5217867860827425,0.5217866466832106,0.5217866466832106
-4,-3,15,1275/233,UNSTABLE,SINGULAR_BOUNDARY_LIMIT,0.0052694202314356176,0.6096397922972798,0.6096394940374807,0.6096394940374807
-4,-3,16,56/11,UNSTABLE,SINGULAR_BOUNDARY_LIMIT,0.09231917512887478,0.721656565035083,0.7216559487963821,0.7216559487963821
-4,-3,17,1411/297,UNSTABLE,SINGULAR_BOUNDARY_LIMIT,0.22174172610687215,0.8752467525226209,0.8752455185874055,0.8752455185874055
-4,-3,18,369/83,UNSTABLE,SINGULAR_BOUNDARY_LIMIT,0.4417754254220636,1.1187216218134424,1.1187192196685487,1.1187192196686055
-4,-3,19,171/41,UNSTABLE,SINGULAR_BOUNDARY_LIMIT,1.039149329984543,1.73887500468836,1.7388704456317328,1.7388704456317328
-4,-3,20,200/51,UNSTABLE,SINGULAR_BOUNDARY_LIMIT,0.673347215861769,1.395248688364127,1.3952402320767305,1.3952402320767305
-4,-3,21,1659/449,UNSTABLE,SINGULAR_BOUNDARY_LIMIT,0.2589713787886119,1.0024974506027888,1.0024820885733448,1.0024820885733448
-4,-3,22,143/41,UNSTABLE,SINGULAR_BOUNDARY_LIMIT,0.033054342546613213,0.7977019477173997,0.797674562902472,0.797674562902472
-4,-3,23,1771/537,UNSTABLE,SINGULAR_BOUNDARY_LIMIT,-0.12774821297244898,0.6575628678069378,0.6575148833952653,0.6575148833952653
-4,-3,24,228/73,UNSTABLE,SINGULAR_BOUNDARY_LIMIT,-0.25505307220581486,0.5505067090519447,0.5504239380319689,0.5504239380319973
-4,-3,25,625/211,UNSTABLE,SINGULAR_BOUNDARY_LIMIT,-0.36185470700248956,0.46358230347729545,0.46344155742843895,0.46344155742843895
-4,-3,26,481/171,UNSTABLE,SINGULAR_BOUNDARY_LIMIT,-0.45478518168357773,0.39020325539809164,0.38996703930172316,0.38996703930172316
-4,-3,27,1971/737,UNSTABLE,SINGULAR_BOUNDARY_LIMIT,-0.537696523135665,0.3265688747344271,0.3261771448930517,0.3261771448930517
-4,-3,28,28/11,UNSTABLE,SINGULAR_BOUNDARY_LIMIT,-0.6130295475859624,0.27030015308702815,0.26965758658266736,0.2696575865826958
-4,-3,29,2059/849,UNSTABLE,SINGULAR_BOUNDARY_LIMIT,-0.6824314296815857,0.2198293083006817,0.2187857298707172,0.2187857298707172
-4,-3,30,525/227,UNSTABLE,SINGULAR_BOUNDARY_LIMIT,-0.7470682848068311,0.17409786213053735,0.1724182459417989,0.1724182459417989
-4,-3,31,713/323,UNSTABLE,SINGULAR_BOUNDARY_LIMIT,-0.8077974193222008,0.13240050826343008,0.1297190659753369,0.12971906597539373
-4,-3,32,272/129,UNSTABLE,SINGULAR_BOUNDARY_LIMIT,-0.8652686945389565,0.09430834990583037,0.09005819619261501,0.09005819619255817
-4,-3,33,2211/1097,UNSTABLE,SINGULAR_BOUNDARY_LIMIT,-0.9199873874413775,0.05964406014063428,0.05294901459757284,0.05294901459757284
-4,-3,34,187/97,UNSTABLE,SINGULAR_BOUNDARY_LIMIT,-0.9723548827619162,0.02850102847799718,0.01800771810843571,0.01800771810843571
-4,-3,35,2275/1233,UNSTABLE,SINGULAR_BOUNDARY_LIMIT,-1.0076221192427397,0.016386654186305805,0.0,0.0
-4,-3,36,288/163,UNSTABLE,SINGULAR_BOUNDARY_LIMIT,-1.024730750060364,0.025543819614348706,0.0,0.0
-4,-3,37,259/153,UNSTABLE,SINGULAR_BOUNDARY_LIMIT,-1.041703546408641,0.03984957480854234,0.0,0.0
-4,-3,38,589/363,UNSTABLE,SINGULAR_BOUNDARY_LIMIT,-1.0585549112871409,0.0624602794926048,0.0,0.0
-4,-3,39,2379/1529,UNSTABLE,SINGULAR_BOUNDARY_LIMIT,-1.0752986792066146,0.09899539828990811,0.0,0.0
-4,-3,40,100/67,UNSTABLE,SINGULAR_BOUNDARY_LIMIT,-1.0919481908785595,0.16052938011366535,0.0,0.0
-4,-3,41,2419/1689,UNSTABLE,SINGULAR_BOUNDARY_LIMIT,-1.1085163620645684,0.2732080353755464,0.0,0.0
-4,-3,42,609/443,UNSTABLE,SINGULAR_BOUNDARY_LIMIT,-1.1250157475205818,0.5279219793521222,-1.7053025658242404e-13,1.1368683772161603e-13
-4,-3,43,817/619,UNSTABLE,SINGULAR_BOUNDARY_LIMIT,-1.1414586008634213,1.243106600791279,-8.640199666842818e-12,6.480149750132114e-12
-4,-3,44,308/243,UNSTABLE,SINGULAR_BOUNDARY_LIMIT,-1.1578569310997917,0.23275680824703215,-4.74017269880278e-10,3.7397285268525593e-10
-4,-3,45,2475/2033,UNSTABLE,SINGULAR_BOUNDARY_LIMIT,-1.1742225564881963,-0.13747588492398677,-2.5645022105891258e-08,2.1065147848275956e-08
-4,-3,46,69/59,UNSTABLE,SINGULAR_BOUNDARY_LIMIT,-1.1905671563496298,-0.4057292157152048,-1.3667515190718404e-06,1.1686750269745971e-06
-4,-3,47,2491/2217,UNSTABLE,SINGULAR_BOUNDARY_LIMIT,-1.206902321401591,-0.6326181727917799,-7.19812529155206e-05,6.407363969174185e-05
-4,-3,48,312/289,UNSTABLE,SINGULAR_BOUNDARY_LIMIT,-1.2232396031607884,-0.8382974557233354,-0.0037428807182777746,0.0034959791752271485
-4,-3,49,833/803,UNSTABLE,SINGULAR_BOUNDARY_LIMIT,-1.23959056294159,-1.0318715200522917,-0.16122139556819093,0.24666345034751203
-4,-3,50,625/627,STABLE,NONZERO_FIXED_POINT,-1.255966820969661,-1.2181560285267778,-1.38541970797246,-1.3495512307849253
-4,-3,51,2499/2609,STABLE,NONZERO_FIXED_POINT,-1.2723801061327773,-1.3999566265320098,-3.0822683185548954,-3.1002720245558635
-4,-3,52,104/113,STABLE,NONZERO_FIXED_POINT,-1.2888423069037316,-1.579020218389715,-4.79834200129045,-4.834373836718271
-4,-3,53,2491/2817,STABLE,NONZERO_FIXED_POINT,-1.3053655239939577,-1.756491685179867,-6.517801958302755,-6.57121482936634
-4,-3,54,621/731,STABLE,NONZERO_FIXED_POINT,-1.3219621253318667,-1.9331556958712213,-8.241686090848361,-8.312511863025406
-4,-3,55,275/337,STABLE,NONZERO_FIXED_POINT,-1.3386448040077923,-2.109574096571201,-9.971386986765765,-10.059684193722546
-4,-3,56,308/393,STABLE,NONZERO_FIXED_POINT,-1.355426639889913,-2.286168113132476,-11.708332602655958,-11.81417443652947
-4,-3,57,2451/3257,STABLE,NONZERO_FIXED_POINT,-1.3723211656943128,-2.463269466523336,-13.453987276703856,-13.577461724016644
-4,-3,58,203/281,STABLE,NONZERO_FIXED_POINT,-1.3893424383904573,-2.6411531158600496,-15.209859354338988,-15.351069636330863
-4,-3,59,2419/3489,STABLE,NONZERO_FIXED_POINT,-1.4065051169442757,-2.8200587538711375,-16.977509496102527,-17.13657459718877
-4,-3,60,300/451,STABLE,NONZERO_FIXED_POINT,-1.4238245475492768,-3.000205243360547,-18.758559672938475,-18.935614960096757
-4,-3,61,793/1243,STABLE,NONZERO_FIXED_POINT,-1.4413168576774886,-3.1818005522009685,-20.554702984444646,-20.749900925768657
-4,-3,62,589/963,STABLE,NONZERO_FIXED_POINT,-1.4589990605037872,-3.36504879611244,-22.367714459028605,-22.581225451366038
-4,-3,63,2331/3977,STABLE,NONZERO_FIXED_POINT,-1.4768891715287005,-3.550155427030475,-24.199463021236397,-24.43147633870177
-4,-3,64,32/57,STABLE,NONZERO_FIXED_POINT,-1.4950063395580493,-3.7373312511589134,-26.051924843992367,-26.30264972134495
-4,-3,65,2275/4233,STABLE,NONZERO_FIXED_POINT,-1.513370994608163,-3.926795737888945,-27.927198343658063,-28.19686521113897
-4,-3,66,561/1091,STABLE,NONZERO_FIXED_POINT,-1.532005015812711,-4.118779939050221,-29.827521125644466,-30.116383014976634
-4,-3,67,737/1499,STABLE,NONZERO_FIXED_POINT,-1.550931923037405,-4.313529248146729,-31.75528925034473,-32.06362339533399
-4,-3,68,272/579,STABLE,NONZERO_FIXED_POINT,-1.5701770966955646,-4.511306173572649,-33.71307926674319,-34.041188926436405
-4,-3,69,2139/4769,STABLE,NONZERO_FIXED_POINT,-1.5897680312457005,-4.712393267404593,-35.70367355860202,-36.05189009646432
-4,-3,70,175/409,STABLE,NONZERO_FIXED_POINT,-1.6097346291008527,-4.917096335567514,-37.73008967150372,-38.09877493082473
-4,-3,71,2059/5049,STABLE,NONZERO_FIXED_POINT,-1.6301095432680288,-5.125748052060963,-39.79561444608669,-40.18516347016413
-4,-3,72,252/649,STABLE,NONZERO_FIXED_POINT,-1.6509285790719304,-5.33871210749745,-41.90384398417265,-42.314688140191436
-4,-3,73,219/593,STABLE,NONZERO_FIXED_POINT,-1.672231167946772,-5.556388039864935,-44.058730734648066,-44.4913413131722
-4,-3,74,481/1371,STABLE,NONZERO_FIXED_POINT,-1.6940609297049178,-5.779216923839208,-46.2646393248844,-46.71953170330005
-4,-3,75,1875/5633,STABLE,NONZERO_FIXED_POINT,-1.7164663441924084,-6.007688136036265,-48.52641320898357,-49.00415168815522
-4,-3,76,76/241,STABLE,NONZERO_FIXED_POINT,-1.7395015592148972,-6.242347470656419,-50.849454795392404,-51.350658245686475
-4,-3,77,1771/5937,STABLE,NONZERO_FIXED_POINT,-1.7632273696276215,-6.4838069582622,-53.23982250931806,-53.76517099705404
-4,-3,78,429/1523,STABLE,NONZERO_FIXED_POINT,-1.7877124133452504,-6.732756847829435,-55.704349320654444,-56.25459193180575
-4,-3,79,553/2083,STABLE,NONZERO_FIXED_POINT,-1.8130346449377335,-6.9899803604840045,-58.250788744158285,-58.82675288280137
-4,-3,80,200/801,STABLE,NONZERO_FIXED_POINT,-1.839283168216575,-7.2563720301577845,-60.88799637162708,-61.4905988920473
-4,-3,81,1539/6569,STABLE,NONZERO_FIXED_POINT,-1.8665605384766337,-7.532960738626244,-63.62615789258501,-64.25641853462128
-4,-3,82,41/187,STABLE,NONZERO_FIXED_POINT,-1.8949856869965043,-7.820938971511282,-66.47707871176237,-67.13613646157913
-4,-3,83,1411/6897,STABLE,NONZERO_FIXED_POINT,-1.924697681548869,-8.12170043314567,-69.4545563253061,-70.1436895375407
-4,-3,84,168/883,STABLE,NONZERO_FIXED_POINT,-1.9558606275359995,-8.436889066713796,-72.57486561310381,-73.29551703495548
-4,-3,85,425/2411,STABLE,NONZERO_FIXED_POINT,-1.9886701522451542,-8.768463904803212,-75.85740085465903,-76.61120913498615
-4,-3,86,301/1851,STABLE,NONZERO_FIXED_POINT,-2.0233621288875305,-9.118786317134855,-79.32553947862164,-80.1143794017807
-4,-3,87,1131/7577,STABLE,NONZERO_FIXED_POINT,-2.0602246385802516,-9.490739637163763,-83.00782636413771,-83.83386104646166
